title;authors;year;publicationtitle;citationcount;doi;abstract;population;intervention;comparison;outcomes;context;checklater;include
Capture4VR: from VR photography to VR video;['Christian Richardt', 'Peter Hedman', 'Ryan S. Overbeck', 'Brian Cabral', 'Robert Konrad', 'Steve Sullivan'];2019;SIGGRAPH '19: ACM SIGGRAPH 2019 Courses;8;https://doi.org/10.1145/3305366.3328028;;0;0;0;0;0;0;0
Evaluation of the impact of high frame rates on legibility in S3D film;['Michael Marianovski', 'Laurie M. Wilcox', 'Robert S. Allison'];2015;SAP '15: Proceedings of the ACM SIGGRAPH Symposium on Applied Perception;1;https://doi.org/10.1145/2804408.2804411;;0;0;0;0;0;0;0
Haptic Retargeting: Dynamic Repurposing of Passive Haptics for Enhanced Virtual Reality Experiences;['Mahdi Azmandian', 'Mark Hancock', 'Hrvoje Benko', 'Eyal Ofek', 'Andrew D. Wilson'];2016;CHI '16: Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems;286;https://doi.org/10.1145/2858036.2858226;;0;0;0;0;0;0;0
"""Vection field"" for pedestrian traffic control";['Masahiro Furukawa', 'Hiromi Yoshikawa', 'Taku Hachisu', 'Shogo Fukushima', 'Hiroyuki Kajimoto'];2011;AH '11: Proceedings of the 2nd Augmented Human International Conference;14;https://doi.org/10.1145/1959826.1959845;;0;0;0;0;0;0;0
Natural scene statistics at stereo fixations;['Yang Liu', 'Lawrence K. Cormack', 'Alan C. Bovik'];2010;ETRA '10: Proceedings of the 2010 Symposium on Eye-Tracking Research & Applications;9;https://doi.org/10.1145/1743666.1743706;;0;0;0;0;0;0;0
The Mechanism of Motion Direction Detection from Gray Images;['Yuxiao Hua', 'Riku Inoue', 'Cheng Tang', 'Yuki Todo', 'Zheng Tang'];2021;SPML '21: Proceedings of the 2021 4th International Conference on Signal Processing and Machine Learning;0;https://doi.org/10.1145/3483207.3483210;;0;0;0;0;0;0;0
Exploring the design of stereoscopic 3D for multilevel maps;['Juho Rantakari', 'Jani Väyrynen', 'Ashley Colley', 'Jonna Häkkilä'];2017;PerDis '17: Proceedings of the 6th ACM International Symposium on Pervasive Displays;1;https://doi.org/10.1145/3078810.3078829;;0;0;0;0;0;0;0
Webizing 3D contents for super multiview autostereoscopic displays with varying display profiles;['Daeil Seo', 'Byounghyun Yoo', 'Jonghyun Choi', 'Heedong Ko'];2016;Web3D '16: Proceedings of the 21st International Conference on Web3D Technology;4;https://doi.org/10.1145/2945292.2945295;;0;0;0;0;0;0;0
Improving Humans' Ability to Interpret Deictic Gestures in Virtual Reality;['Sven Mayer', 'Jens Reinhardt', 'Robin Schweigert', 'Brighten Jelke', 'Valentin Schwind', 'Katrin Wolf', 'Niels Henze'];2020;CHI '20: Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems;20;https://doi.org/10.1145/3313831.3376340;;0;0;0;0;0;0;0
Gaze-contingent depth of field in realistic scenes: the user experience;['Margarita Vinnikov', 'Robert S. Allison'];2014;ETRA '14: Proceedings of the Symposium on Eye Tracking Research and Applications;19;https://doi.org/10.1145/2578153.2578170;;0;0;0;0;0;0;0
HoloFlex: A Flexible Light-Field Smartphone with a Microlens Array and a P-OLED Touchscreen;['Daniel Gotsch', 'Xujing Zhang', 'Juan Pablo Carrascal', 'Roel Vertegaal'];2016;UIST '16: Proceedings of the 29th Annual Symposium on User Interface Software and Technology;10;https://doi.org/10.1145/2984511.2984524;;0;0;0;0;0;0;0
TuVe: A Shape-changeable Display using Fluids in a Tube;['Saya Suzunaga', 'Yuichi Itoh', 'Yuki Inoue', 'Kazuyuki Fujita', 'Takao Onoye'];2020;AVI '20: Proceedings of the International Conference on Advanced Visual Interfaces;5;https://doi.org/10.1145/3399715.3399874;;0;0;0;0;0;0;0
Retinal Homing Display: Head-Tracking Auto-stereoscopic Retinal Projection Display;['Hiroto Aoki', 'Yuichi Hiroi', 'Yuta Itoh', 'Jun Rekimoto'];2023;VRST '23: Proceedings of the 29th ACM Symposium on Virtual Reality Software and Technology;0;https://doi.org/10.1145/3611659.3615715;;0;0;0;0;0;0;0
Digital Holography vs. Display Holography - What are their differences and what do they have in common?;['Stephan Reichelt', 'Giancarlo Pedrini'];2023;ICMVA '23: Proceedings of the 2023 6th International Conference on Machine Vision and Applications;0;https://doi.org/10.1145/3589572.3589583;;0;0;0;0;0;0;0
Depth perception with gaze-contingent depth of field;['Michael Mauderer', 'Simone Conte', 'Miguel A. Nacenta', 'Dhanraj Vishwanath'];2014;CHI '14: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems;46;https://doi.org/10.1145/2556288.2557089;;0;0;0;0;0;0;0
Improving visual quality of view transitions in automultiscopic displays;['Song-Pei Du', 'Piotr Didyk', 'Frédo Durand', 'Shi-Min Hu', 'Wojciech Matusik'];0;ACM Transactions on Graphics (TOG), Volume 33, Issue 6;11;https://doi.org/10.1145/2661229.2661248;;0;0;0;0;0;0;0
Stimulating the Brain in VR: Effects of Transcranial Direct-Current Stimulation on Redirected Walking;['Eike Langbehn', 'Frank Steinicke', 'Ping Koo-Poeggel', 'Lisa Marshall', 'Gerd Bruder'];2019;SAP '19: ACM Symposium on Applied Perception 2019;7;https://doi.org/10.1145/3343036.3343125;;0;0;0;0;0;0;0
Can We Interpret the Depth?: Evaluating Variation in Stereoscopic Depth for Encoding Aspects of Non-Spatial Data;['Ragaad AlTarawneh', 'Shah Rukh Humayoun', 'Achim Ebert'];2016;NordiCHI '16: Proceedings of the 9th Nordic Conference on Human-Computer Interaction;0;https://doi.org/10.1145/2971485.2971545;;0;0;0;0;0;0;0
The effects of fast disparity adjustment in gaze-controlled stereoscopic applications;"['Matthias Bernhard', ""Camillo Dell'mour"", 'Michael Hecher', 'Efstathios Stavrakis', 'Michael Wimmer']";2014;ETRA '14: Proceedings of the Symposium on Eye Tracking Research and Applications;17;https://doi.org/10.1145/2578153.2578169;;0;0;0;0;0;0;0
Computational highlight holography;['Christian Regg', 'Szymon Rusinkiewicz', 'Wojciech Matusik', 'Markus Gross'];0;ACM Transactions on Graphics (TOG), Volume 29, Issue 6;10;https://doi.org/10.1145/1882261.1866192;;0;0;0;0;0;0;0
Up to the Finger Tip: The Effect of Avatars on Mid-Air Pointing Accuracy in Virtual Reality;['Valentin Schwind', 'Sven Mayer', 'Alexandre Comeau-Vermeersch', 'Robin Schweigert', 'Niels Henze'];2018;CHI PLAY '18: Proceedings of the 2018 Annual Symposium on Computer-Human Interaction in Play;32;https://doi.org/10.1145/3242671.3242675;;0;0;0;0;0;0;0
The personal cockpit: a spatial interface for effective task switching on head-worn displays;['Barrett M. Ens', 'Rory Finnegan', 'Pourang P. Irani'];2014;CHI '14: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems;65;https://doi.org/10.1145/2556288.2557058;;0;0;0;0;0;0;0
Computational highlight holography;['Christian Regg', 'Szymon Rusinkiewicz', 'Wojciech Matusik', 'Markus Gross'];2010;SIGGRAPH ASIA '10: ACM SIGGRAPH Asia 2010 papers;1;https://doi.org/10.1145/1866158.1866192;;0;0;0;0;0;0;0
A pilot study on binocular rivalry and motion using virtual reality;['Richard Paris', 'Randolph Blake', 'Bobby Bodenheimer'];2014;SAP '14: Proceedings of the ACM Symposium on Applied Perception;0;https://doi.org/10.1145/2628257.2628357;;0;0;0;0;0;0;0
Application of haptic navigation to modify free-form surfaces through specified points and curves;['Masatake Higashi', 'Nobuaki Aoki', 'Takanobu Kaneko'];2002;SMA '02: Proceedings of the seventh ACM symposium on Solid modeling and applications;1;https://doi.org/10.1145/566282.566336;;0;0;0;0;0;0;0
Rendering for an interactive 360° light field display;['Andrew Jones', 'Ian McDowall', 'Hideshi Yamada', 'Mark Bolas', 'Paul Debevec'];2007;SIGGRAPH '07: ACM SIGGRAPH 2007 papers;88;https://doi.org/10.1145/1275808.1276427;;0;0;0;0;0;0;0
Effects of User’s Gaze on the Unintended Positional Drift in Walk-in-Place;['Donghyeon Kim', 'Hyeong-geon Kim', 'Myungho Lee'];2021;VRST '21: Proceedings of the 27th ACM Symposium on Virtual Reality Software and Technology;0;https://doi.org/10.1145/3489849.3489928;;0;0;0;0;0;0;0
Reaction-diffusion textures;['Andrew Witkin', 'Michael Kass'];1991;SIGGRAPH '91: Proceedings of the 18th annual conference on Computer graphics and interactive techniques;245;https://doi.org/10.1145/122718.122750;;0;0;0;0;0;0;0
Rendering for an interactive 360° light field display;['Andrew Jones', 'Ian McDowall', 'Hideshi Yamada', 'Mark Bolas', 'Paul Debevec'];0;ACM Transactions on Graphics (TOG), Volume 26, Issue 3;225;https://doi.org/10.1145/1276377.1276427;;0;0;0;0;0;0;0
3D point of gaze estimation using head-mounted RGB-D cameras;['Christopher McMurrough', 'Christopher Conly', 'Vassilis Athitsos', 'Fillia Makedon'];2012;ASSETS '12: Proceedings of the 14th international ACM SIGACCESS conference on Computers and accessibility;7;https://doi.org/10.1145/2384916.2384994;;0;0;0;0;0;0;0
Visual interference with a transparent head mounted display;['Robert S. Laramee', 'Colin Ware'];2001;CHI EA '01: CHI '01 Extended Abstracts on Human Factors in Computing Systems;7;https://doi.org/10.1145/634067.634258;;0;0;0;0;0;0;0
Cinema 3D: large scale automultiscopic display;['Netalee Efrat', 'Piotr Didyk', 'Mike Foshey', 'Wojciech Matusik', 'Anat Levin'];0;ACM Transactions on Graphics (TOG), Volume 35, Issue 4;11;https://doi.org/10.1145/2897824.2925921;;0;0;0;0;0;0;0
Eye-Perspective View Management for Optical See-Through Head-Mounted Displays;['Gerlinde Emsenhuber', 'Tobias Langlotz', 'Denis Kalkofen', 'Jonathan Sutton', 'Markus Tatzgern'];2023;CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems;0;https://doi.org/10.1145/3544548.3581059;;0;0;0;0;0;0;0
Exploring Sensory Conflict Effect Due to Upright Redirection While Using VR in Reclining & Lying Positions;['Tianren Luo', 'Zhenxuan He', 'Chenyang Cai', 'Teng Han', 'Zhigeng Pan', 'Feng Tian'];2022;UIST '22: Proceedings of the 35th Annual ACM Symposium on User Interface Software and Technology;5;https://doi.org/10.1145/3526113.3545692;;0;0;0;0;0;0;0
Tomographic projector: large scale volumetric display with uniform viewing experiences;['Youngjin Jo', 'Seungjae Lee', 'Dongheon Yoo', 'Suyeon Choi', 'Dongyeon Kim', 'Byoungho Lee'];0;ACM Transactions on Graphics (TOG), Volume 38, Issue 6;21;https://doi.org/10.1145/3355089.3356577;;0;0;0;0;0;0;0
3D Blur Discrimination;['Mahesh M. Subedar', 'Lina J. Karam'];0;ACM Transactions on Applied Perception (TAP), Volume 13, Issue 3;5;https://doi.org/10.1145/2896453;;0;0;0;0;0;0;0
Jazzy: Leveraging Virtual Reality Layers for Hand-Eye Coordination in Users with Amblyopia;['Mario Scrocca', 'Nicola Ruaro', 'Daniele Occhiuto', 'Franca Garzotto'];2018;CHI EA '18: Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems;3;https://doi.org/10.1145/3170427.3188618;;0;0;0;0;0;0;0
Improving cross-ratio-based eye tracking techniques by leveraging the binocular fixation constraint;['Zhengyou Zhang', 'Qin Cai'];2014;ETRA '14: Proceedings of the Symposium on Eye Tracking Research and Applications;13;https://doi.org/10.1145/2578153.2578202;;0;0;0;0;0;0;0
Correlation between gaze and hovers during decision-making interaction;['Pierre Weill-Tessier', 'Hans Gellersen'];2018;ETRA '18: Proceedings of the 2018 ACM Symposium on Eye Tracking Research & Applications;4;https://doi.org/10.1145/3204493.3204567;;0;0;0;0;0;0;0
Optical See-Through Head-Mounted Display with Deep Depth of Field Using Pinhole Polarizing Plates;['Yuki Katsumata', 'Wataru Yamada', 'Hiroyuki Manabe'];2019;UIST '19 Adjunct: Adjunct Proceedings of the 32nd Annual ACM Symposium on User Interface Software and Technology;3;https://doi.org/10.1145/3332167.3356886;;0;0;0;0;0;0;0
Fishtank fitts: a desktop VR testbed for evaluating 3D pointing techniques;['Robert J. Teather', 'Wolfgang Stuerzlinger', 'Andriy Pavlovych'];2014;CHI EA '14: CHI '14 Extended Abstracts on Human Factors in Computing Systems;10;https://doi.org/10.1145/2559206.2574810;;0;0;0;0;0;0;0
SacCalib: reducing calibration distortion for stationary eye trackers using saccadic eye movements;['Michael Xuelin Huang', 'Andreas Bulling'];2019;ETRA '19: Proceedings of the 11th ACM Symposium on Eye Tracking Research & Applications;2;https://doi.org/10.1145/3317956.3321553;;0;0;0;0;0;0;0
Image plane interaction techniques in 3D immersive environments;['Jeffrey S. Pierce', 'Andrew S. Forsberg', 'Matthew J. Conway', 'Seung Hong', 'Robert C. Zeleznik', 'Mark R. Mine'];1997;I3D '97: Proceedings of the 1997 symposium on Interactive 3D graphics;234;https://doi.org/10.1145/253284.253303;;0;0;0;0;0;0;0
Fixational stability as a measure for the recovery of visual function in amblyopia;['Avi M. Aizenman', 'Dennis M. Levi'];2021;ETRA '21 Adjunct: ACM Symposium on Eye Tracking Research and Applications;0;https://doi.org/10.1145/3450341.3458493;;0;0;0;0;0;0;0
The vanishing display: an autovisible immaterial display;['Karri Palovuori', 'Ismo Rakkolainen'];2012;MindTrek '12: Proceeding of the 16th International Academic MindTrek Conference;1;https://doi.org/10.1145/2393132.2393166;;0;0;0;0;0;0;0
The effect of interocular contrast differences on the appearance of augmented reality imagery;['Minqi Wang', 'Jian Ding', 'Dennis M. Levi', 'Emily A. Cooper'];2023;ACM Transactions on Applied Perception (TAP), Just Accepted ;0;https://doi.org/10.1145/3617684;;0;0;0;0;0;0;0
Subtle gaze direction;['Reynold Bailey', 'Ann McNamara', 'Nisha Sudarsanam', 'Cindy Grimm'];0;ACM Transactions on Graphics (TOG), Volume 28, Issue 4;125;https://doi.org/10.1145/1559755.1559757;;0;0;0;0;0;0;0
Touching the Sphere: Leveraging Joint-Centered Kinespheres for Spatial User Interaction;['Paul Lubos', 'Gerd Bruder', 'Oscar Ariza', 'Frank Steinicke'];2016;SUI '16: Proceedings of the 2016 Symposium on Spatial User Interaction;32;https://doi.org/10.1145/2983310.2985753;;0;0;0;0;0;0;0
GravitySpot: Guiding Users in Front of Public Displays Using On-Screen Visual Cues;['Florian Alt', 'Andreas Bulling', 'Gino Gravanis', 'Daniel Buschek'];2015;UIST '15: Proceedings of the 28th Annual ACM Symposium on User Interface Software & Technology;29;https://doi.org/10.1145/2807442.2807490;;0;0;0;0;0;0;0
Visual feedback techniques for virtual pointing on stereoscopic displays;['Ferran Argelaguet', 'Carlos Andujar'];2009;VRST '09: Proceedings of the 16th ACM Symposium on Virtual Reality Software and Technology;18;https://doi.org/10.1145/1643928.1643966;;0;0;0;0;0;0;0
Binocular tone mapping;['Xuan Yang', 'Linling Zhang', 'Tien-Tsin Wong', 'Pheng-Ann Heng'];0;ACM Transactions on Graphics (TOG), Volume 31, Issue 4;26;https://doi.org/10.1145/2185520.2185589;;0;0;0;0;0;0;0
An integrated 6DoF video camera and system design;['Albert Parra Pozo', 'Michael Toksvig', 'Terry Filiba Schrager', 'Joyce Hsu', 'Uday Mathur', 'Alexander Sorkine-Hornung', 'Rick Szeliski', 'Brian Cabral'];0;ACM Transactions on Graphics (TOG), Volume 38, Issue 6;39;https://doi.org/10.1145/3355089.3356555;;0;0;0;0;0;0;0
To touch or not to touch?: comparing 2D touch and 3D mid-air interaction on stereoscopic tabletop surfaces;['Gerd Bruder', 'Frank Steinicke', 'Wolfgang Sturzlinger'];2013;SUI '13: Proceedings of the 1st symposium on Spatial user interaction;43;https://doi.org/10.1145/2491367.2491369;;0;0;0;0;0;0;0
Design and evaluation of a dwell-free eye typing technique;['Tuhin Chakraborty', 'Sayan Sarcar', 'Debasis Samanta'];2014;CHI EA '14: CHI '14 Extended Abstracts on Human Factors in Computing Systems;10;https://doi.org/10.1145/2559206.2581265;;0;0;0;0;0;0;0
Human factor affects eye movement pattern during riding motorcycle on the mountain;['Haiwei Dong', 'Zhiwei Luo'];2011;PETMEI '11: Proceedings of the 1st international workshop on pervasive eye tracking & mobile eye-based interaction;0;https://doi.org/10.1145/2029956.2029965;;0;0;0;0;0;0;0
Towards Finding the Optimum Position in the Visual Field for a Head Worn Display Used for Task Guidance with Non-registered Graphics;['Georgianna Lin', 'Malcolm Haynes', 'Sarthak Srinivas', 'Pramod Kotipalli', 'Thad Starner'];0;Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies (IMWUT), Volume 5, Issue 1;5;https://doi.org/10.1145/3448091;;0;0;0;0;0;0;0
A system for evaluating 3D pointing techniques;['Robert J. Teather', 'Wolfgang Stuerzlinger'];2012;VRST '12: Proceedings of the 18th ACM symposium on Virtual reality software and technology;2;https://doi.org/10.1145/2407336.2407383;;0;0;0;0;0;0;0
Pseudo-direct touch: interaction for collaboration in large and high-resolution displays environments;['Christian Müller-Tomfelde', 'Kelvin Cheng', 'Jane Li'];2011;OzCHI '11: Proceedings of the 23rd Australian Computer-Human Interaction Conference;3;https://doi.org/10.1145/2071536.2071572;;0;0;0;0;0;0;0
Generating textures on arbitrary surfaces using reaction-diffusion;['Greg Turk'];1991;SIGGRAPH '91: Proceedings of the 18th annual conference on Computer graphics and interactive techniques;368;https://doi.org/10.1145/122718.122749;;0;0;0;0;0;0;0
Focusing computational visual attention in multi-modal human-robot interaction;['Boris Schauerte', 'Gernot A. Fink'];2010;ICMI-MLMI '10: International Conference on Multimodal Interfaces and the Workshop on Machine Learning for Multimodal Interaction;21;https://doi.org/10.1145/1891903.1891912;;0;0;0;0;0;0;0
Depth cues and mouse-based 3D target selection;['Robert J. Teather', 'Wolfgang Stuerzlinger'];2014;SUI '14: Proceedings of the 2nd ACM symposium on Spatial user interaction;2;https://doi.org/10.1145/2659766.2661221;;0;0;0;0;0;0;0
Effective stereoscopic rendering for mobile VR;['Sunho Ki', 'Jinhong Park', 'Jeong-Ho Woo', 'Yeongkyu Lim', 'Chulho Shin'];2016;SA '16: SIGGRAPH ASIA 2016 Posters;0;https://doi.org/10.1145/3005274.3005317;;0;0;0;0;0;0;0
EyeGrip: Detecting Targets in a Series of Uni-directional Moving Objects Using Optokinetic Nystagmus Eye Movements;['Shahram Jalaliniya', 'Diako Mardanbegi'];2016;CHI '16: Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems;13;https://doi.org/10.1145/2858036.2858584;;0;0;0;0;0;0;0
Dart-it: interacting with a remote display by throwing your finger touch;['Chi-Chiang Huang', 'Rong-Hao Liang', 'Liwei Chan', 'Bing-Yu Chen'];2014;SIGGRAPH '14: ACM SIGGRAPH 2014 Emerging Technologies;0;https://doi.org/10.1145/2614066.2614097;;0;0;0;0;0;0;0
Gaze-Hand Alignment: Combining Eye Gaze and Mid-Air Pointing for Interacting with Menus in Augmented Reality;['Mathias N. Lystbæk', 'Peter Rosenberg', 'Ken Pfeuffer', 'Jens Emil Grønbæk', 'Hans Gellersen'];0;Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 6, Issue ETRA;14;https://doi.org/10.1145/3530886;;0;0;0;0;0;0;0
Mobile Augmented Reality in industrial applications: Approaches for solution of user-related issues;['Johannes Tumler', 'Fabian Doil', 'Rudiger Mecke', 'Georg Paul', 'Michael Schenk', 'Eberhard A. Pfister', 'Anke Huckauf', 'Irina Bockelmann', 'Anja Roggentin'];2008;ISMAR '08: Proceedings of the 7th IEEE/ACM International Symposium on Mixed and Augmented Reality;7;https://doi.org/10.1109/ISMAR.2008.4637330;;0;0;0;0;0;0;0
An eye tracking dataset for point of gaze detection;['Christopher D. McMurrough', 'Vangelis Metsis', 'Jonathan Rich', 'Fillia Makedon'];2012;ETRA '12: Proceedings of the Symposium on Eye Tracking Research and Applications;24;https://doi.org/10.1145/2168556.2168622;;0;0;0;0;0;0;0
Dart-It: interacting with a remote display by throwing your finger touch;['Chi-Chiang Huang', 'Rong-Hao Liang', 'Liwei Chan', 'Bing-Yu Chen'];2014;SIGGRAPH '14: ACM SIGGRAPH 2014 Posters;1;https://doi.org/10.1145/2614217.2614281;;0;0;0;0;0;0;0
Identifying parameter values for an I-VT fixation filter suitable for handling data sampled with various sampling frequencies;['Anneli Olsen', 'Ricardo Matos'];2012;ETRA '12: Proceedings of the Symposium on Eye Tracking Research and Applications;39;https://doi.org/10.1145/2168556.2168625;;0;0;0;0;0;0;0
Binocular tone reproduction display for an HDR panorama image;['Michihiro Mikamo', 'Kotaro Mori', 'Bisser Raytchev', 'Toru Tamaki', 'Kazufumi Kaneda'];2016;SAP '16: Proceedings of the ACM Symposium on Applied Perception;0;https://doi.org/10.1145/2931002.2947702;;0;0;0;0;0;0;0
Pano: optimizing 360° video streaming with a better understanding of quality perception;['Yu Guan', 'Chengyuan Zheng', 'Xinggong Zhang', 'Zongming Guo', 'Junchen Jiang'];2019;SIGCOMM '19: Proceedings of the ACM Special Interest Group on Data Communication;75;https://doi.org/10.1145/3341302.3342063;;0;0;0;0;0;0;0
Stop motion goggle: augmented visual perception by subtraction method using high speed liquid crystal;['Naoya Koizumi', 'Maki Sugimoto', 'Naohisa Nagaya', 'Masahiko Inami', 'Masahiro Furukawa'];2012;AH '12: Proceedings of the 3rd Augmented Human International Conference;3;https://doi.org/10.1145/2160125.2160139;;0;0;0;0;0;0;0
Monocular Viewing Protects Against Cybersickness Produced by Head Movements in the Oculus Rift;['Stephen Palmisano', 'Luke Szalla', 'Juno Kim'];2019;VRST '19: Proceedings of the 25th ACM Symposium on Virtual Reality Software and Technology;14;https://doi.org/10.1145/3359996.3364699;;0;0;0;0;0;0;0
Visual Center Biasing in a Stimulus-Free Laboratory Setting;['Jan Ehlers', 'Janine Grimmer'];2023;ETRA '23: Proceedings of the 2023 Symposium on Eye Tracking Research and Applications;0;https://doi.org/10.1145/3588015.3588421;;0;0;0;0;0;0;0
GazeMeter: Exploring the Usage of Gaze Behaviour to Enhance Password Assessments;['Yasmeen Abdrabou', 'Ahmed Shams', 'Mohamed Omar Mantawy', 'Anam Ahmad Khan', 'Mohamed Khamis', 'Florian Alt', 'Yomna Abdelrahman'];2021;ETRA '21 Full Papers: ACM Symposium on Eye Tracking Research and Applications;2;https://doi.org/10.1145/3448017.3457384;;0;0;0;0;0;0;0
Initial evaluation of a bare-hand interaction technique for large displays using a webcam;['Kelvin Cheng', 'Masahiro Takatsuka'];2009;EICS '09: Proceedings of the 1st ACM SIGCHI symposium on Engineering interactive computing systems;5;https://doi.org/10.1145/1570433.1570487;;0;0;0;0;0;0;0
Differences in the infrared bright pupil response of human eyes;['Karlene Nguyen', 'Cindy Wagner', 'David Koons', 'Myron Flickner'];2002;ETRA '02: Proceedings of the 2002 symposium on Eye tracking research & applications;28;https://doi.org/10.1145/507072.507099;;0;0;0;0;0;0;0
FoveAR: Combining an Optically See-Through Near-Eye Display with Projector-Based Spatial Augmented Reality;['Hrvoje Benko', 'Eyal Ofek', 'Feng Zheng', 'Andrew D. Wilson'];2015;UIST '15: Proceedings of the 28th Annual ACM Symposium on User Interface Software & Technology;26;https://doi.org/10.1145/2807442.2807493;;0;0;0;0;0;0;0
Pseudo-transparent tablet based on 3D feature tracking;['Makoto Tomioka', 'Sei Ikeda', 'Kosuke Sato'];2014;AH '14: Proceedings of the 5th Augmented Human International Conference;4;https://doi.org/10.1145/2582051.2582103;;0;0;0;0;0;0;0
See-through mobile AR system for natural 3D interaction;['Yuko Unuma', 'Takehiro Niikura', 'Takashi Komuro'];2014;IUI Companion '14: Proceedings of the companion publication of the 19th international conference on Intelligent User Interfaces;6;https://doi.org/10.1145/2559184.2559198;;0;0;0;0;0;0;0
Multi-modal object of interest detection using eye gaze and RGB-D cameras;['Christopher McMurrough', 'Jonathan Rich', 'Christopher Conly', 'Vassilis Athitsos', 'Fillia Makedon'];2012;Gaze-In '12: Proceedings of the 4th Workshop on Eye Gaze in Intelligent Human Machine Interaction;1;https://doi.org/10.1145/2401836.2401838;;0;0;0;0;0;0;0
Novel view synthesis for stereoscopic cinema: detecting and removing artifacts;['Frédéric Devernay', 'Adrian Ramos Peon'];2010;3DVP '10: Proceedings of the 1st international workshop on 3D video processing;7;https://doi.org/10.1145/1877791.1877798;;0;0;0;0;0;0;0
EyeK: an efficient dwell-free eye gaze-based text entry system;['Sayan Sarcar', 'Prateek Panwar', 'Tuhin Chakraborty'];2013;APCHI '13: Proceedings of the 11th Asia Pacific Conference on Computer Human Interaction;32;https://doi.org/10.1145/2525194.2525288;;0;0;0;0;0;0;0
User boresight calibration precision for large-format head-up displays;['Magnus Axholt', 'Stephen Peterson', 'Stephen R. Ellis'];2008;VRST '08: Proceedings of the 2008 ACM symposium on Virtual reality software and technology;10;https://doi.org/10.1145/1450579.1450610;;0;0;0;0;0;0;0
Information Processing in Real and in Stereoscopic Environments;['Anke Huckauf', 'Lisa V. Eberhardt'];2019;MuC '19: Proceedings of Mensch und Computer 2019;3;https://doi.org/10.1145/3340764.3340776;;0;0;0;0;0;0;0
Analysis of gaze points when looking at paintings and saliency map to improve the accuracy of ROI (region of interest): demo abstract;['Yusuke Nosaka', 'Yuko Hoshino', 'Mitsuho Yamada'];2020;SenSys '20: Proceedings of the 18th Conference on Embedded Networked Sensor Systems;0;https://doi.org/10.1145/3384419.3430423;;0;0;0;0;0;0;0
Insights for More Usable VR for People with Amblyopia;['Ocean Hurd', 'Sri Kurniawan'];2019;ASSETS '19: Proceedings of the 21st International ACM SIGACCESS Conference on Computers and Accessibility;4;https://doi.org/10.1145/3308561.3356110;;0;0;0;0;0;0;0
Comparing input methods and cursors for 3D positioning with head-mounted displays;['Junwei Sun', 'Wolfgang Stuerzlinger', 'Bernhard E. Riecke'];2018;SAP '18: Proceedings of the 15th ACM Symposium on Applied Perception;13;https://doi.org/10.1145/3225153.3225167;;0;0;0;0;0;0;0
User Tracking Accuracy during Smooth Pursuit of a Target with and without a Crosshair;['Assaf Botzer', 'Tomer Elbaum', 'Michael Wagner'];2019;ECCE '19: Proceedings of the 31st European Conference on Cognitive Ergonomics;1;https://doi.org/10.1145/3335082.3335110;;0;0;0;0;0;0;0
Measuring and visualizing attention in space with 3D attention volumes;['Thies Pfeiffer'];2012;ETRA '12: Proceedings of the Symposium on Eye Tracking Research and Applications;44;https://doi.org/10.1145/2168556.2168560;;0;0;0;0;0;0;0
Older web users' eye movements: experience counts;['Robin L. Hill', 'Anna Dickinson', 'John L. Arnott', 'Peter Gregor', 'Louise McIver'];2011;CHI '11: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems;27;https://doi.org/10.1145/1978942.1979115;;0;0;0;0;0;0;0
A Re-examination of Dichoptic Tone Mapping;['Minqi Wang', 'Emily A. Cooper'];0;ACM Transactions on Graphics (TOG), Volume 40, Issue 2;2;https://doi.org/10.1145/3443702;;0;0;0;0;0;0;0
Overthere: A Simple and Intuitive Object Registration Method for an Absolute Mid-air Pointing Interface;['Hyunggoog Seo', 'Jaedong Kim', 'Kwanggyoon Seo', 'Bumki Kim', 'Junyong Noh'];0;Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies (IMWUT), Volume 5, Issue 3;2;https://doi.org/10.1145/3478128;;0;0;0;0;0;0;0
Pointing at 3d target projections with one-eyed and stereo cursors;['Robert J. Teather', 'Wolfgang Stuerzlinger'];2013;CHI '13: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems;63;https://doi.org/10.1145/2470654.2470677;;0;0;0;0;0;0;0
Mobile augmented reality for providing perception of materials;['Ryota Nomura', 'Yuko Unuma', 'Takashi Komuro', 'Shoji Yamamoto', 'Norimichi Tsumura'];2017;MUM '17: Proceedings of the 16th International Conference on Mobile and Ubiquitous Multimedia;5;https://doi.org/10.1145/3152832.3157810;;0;0;0;0;0;0;0
